venueCategory,latitude,longitude
Convenience Store,35.68567438,139.7648061
Train Station,35.68122186,139.7683346
Convenience Store,35.67390766,139.7606581
Convenience Store,35.85733095,139.6517605
Convenience Store,35.67148469,139.7215891
Train Station,35.67877297,139.6353722
Convenience Store,35.60463904,139.6858004
Bus Station,35.62817491,139.6753585
Train Station,35.62781342,139.7385957
Subway,35.67701687,139.7370493
Bus Station,35.68708668,139.6892095
Airport,35.55114409,139.7890842
Convenience Store,35.73168179,139.7060966
Convenience Store,35.70271011,139.7428261
Convenience Store,35.71067232,139.7034359
Subway,35.67121668,139.764998
Train Station,35.69834799,139.7729631
Train Station,35.68891662,139.7018909
Subway,35.65468099,139.7370172
Convenience Store,35.58079956,139.6435583
Train Station,35.65707069,139.5302148
Convenience Store,35.56794119,139.6250027
Convenience Store,35.74087073,139.7143069
Convenience Store,35.67745699,139.5172584
Convenience Store,35.69779997,139.7742301
Convenience Store,35.65690463,139.7957476
Convenience Store,35.659773,139.704102
Bus Station,35.64196963,139.6588951
Convenience Store,35.64341698,139.6638787
Bus Station,35.65856977,139.7029417
Convenience Store,35.65665988,139.7955161
Train Station,35.69044154,139.6999168
Convenience Store,35.56126248,139.7137436
Subway,35.63168267,139.7302982
Convenience Store,35.70727966,139.785685
Subway,35.77705493,139.8320317
Bus Station,35.68054261,139.7120477
Convenience Store,35.66275314,139.7605991
Convenience Store,35.76891706,139.6614788
Convenience Store,35.70413297,139.5626449
Train Station,35.68908219,139.6995869
Train Station,35.77754003,139.7209605
Bus Station,35.732121,139.766219
Convenience Store,35.68182317,139.797914
Convenience Store,35.59093384,139.7304565
Train Station,35.60640928,139.6929297
Train Station,35.647111,139.709003
Bus Station,35.72425246,139.7508144
Bus Station,35.67519834,139.7624401
Train Station,35.60995233,139.7119533
Train Station,35.60223632,139.6979025
Train Station,35.599817,139.6912481
Train Station,35.5969536,139.6852398
Train Station,35.58529754,139.6823645
Train Station,35.57965378,139.685504
Train Station,35.57292967,139.6914592
Convenience Store,35.51457356,139.7108358
Bus Station,35.75009537,139.804464
Convenience Store,35.644501,139.73487
Convenience Store,35.70184703,139.5617294
Bus Station,35.70230008,139.5609194
Convenience Store,35.67275937,139.7238207
Convenience Store,35.68680183,139.7029679
Bus Station,35.65425383,139.6729767
Train Station,35.74249717,139.7811861
Bus Station,35.67450467,139.562282
Train Station,35.74196294,139.6479403
Train Station,35.77884146,139.7814882
Train Station,35.5670412,139.7283402
Convenience Store,35.69173512,139.8262004
Train Station,35.60353011,139.5073584
Train Station,35.71864298,139.7734898
Subway,35.688734,139.710131
Convenience Store,35.74617502,139.8266552
Convenience Store,35.75603348,139.8764277
Train Station,35.53564925,139.7261676
Train Station,35.70569377,139.6656996
Train Station,35.67075692,139.702837
Subway,35.68794066,139.7200656
Convenience Store,35.64605876,139.7064292
Convenience Store,35.62927736,139.6501387
Convenience Store,35.72719205,139.5915556
Train Station,35.84543576,139.6471047
Convenience Store,35.68141576,139.6294069
Bus Station,35.76207519,139.7562757
Convenience Store,35.78398106,139.6094298
Convenience Store,35.61884322,139.7808515
Train Station,35.58962112,139.7292761
Train Station,35.6679133,139.7926998
Convenience Store,35.6551275,139.7622714
Bus Station,35.67328231,139.7833148
Convenience Store,35.6785613,139.6452715
Train Station,35.61161512,139.626454
Train Station,35.60709523,139.6850629
Convenience Store,35.58217155,139.7487202
Train Station,35.69024984,139.7007108
Convenience Store,35.70872661,139.7371438
Bus Station,35.73268151,139.881666
Convenience Store,35.71109582,139.7313165
Convenience Store,35.66872391,139.8317528
Train Station,35.84610863,139.6479678
Train Station,35.630095,139.5505912
Train Station,35.75934,139.534971
Convenience Store,35.83685913,139.6374214
Bus Station,35.814504,139.586353
Convenience Store,35.52972104,139.6276442
Convenience Store,35.65955184,139.5430639
Bus Station,35.5956459,139.7507363
Train Station,35.72224844,139.4800451
Convenience Store,35.56158028,139.5745454
Subway,35.69214071,139.6739101
Convenience Store,35.66655574,139.7782052
Convenience Store,35.68530085,139.7336613
Train Station,35.59687072,139.6673334
Convenience Store,35.6903948,139.6976363
Subway,35.68978365,139.6843064
Convenience Store,35.70602675,139.8006888
Convenience Store,35.71170202,139.70373
Train Station,35.72267792,139.6388256
Subway,35.70703952,139.7819281
Train Station,35.71425268,139.7769928
Train Station,35.69945106,139.7651857
Train Station,35.73038231,139.7110203
Train Station,35.53663854,139.7343698
Train Station,35.72837221,139.7111231
Train Station,35.70280758,139.5798022
Train Station,35.67872286,139.693552
Bus Station,35.77809906,139.6746521
Bus Station,35.60234155,139.7522702
Airport,35.54476734,139.7701371
Convenience Store,35.73961552,139.7468287
Airport,35.544749,139.768236
Convenience Store,35.69849281,139.7738268
Convenience Store,35.68051378,139.7053751
Convenience Store,35.68230631,139.5831439
Bus Station,35.62869814,139.7412604
Airport,35.54897845,139.7839872
Convenience Store,35.5303534,139.7034413
Subway,35.68808008,139.798193
Convenience Store,35.68501705,139.7717357
Train Station,35.67160236,139.7028834
Convenience Store,35.64055697,139.7531817
Convenience Store,35.7036083,139.4804723
Subway,35.6957,139.752045
Airport,35.54893782,139.783119
Convenience Store,35.5631015,139.693528
Convenience Store,35.68277307,139.7768533
Train Station,35.68090812,139.768399
Subway,35.70850747,139.7525096
Convenience Store,35.76795283,139.6619373
Train Station,35.70673582,139.6833631
Train Station,35.68990129,139.7004265
Convenience Store,35.55997293,139.719049
Bus Station,35.70835937,139.7526222
Train Station,35.53495899,139.7122711
Convenience Store,35.75323454,139.7316508
Convenience Store,35.70800872,139.7412738
Bus Station,35.70364397,139.7969109
Train Station,35.68982894,139.7000696
Bus Station,35.83189257,139.6717925
Train Station,35.65504085,139.7055597
Bus Station,35.75067123,139.7362407
Convenience Store,35.66396476,139.6786845
Train Station,35.71454768,139.7771319
Bus Station,35.84676523,139.6689695
Train Station,35.73174339,139.7985394
Convenience Store,35.65728753,139.6828634
Bus Station,35.61869075,139.608821
Convenience Store,35.73284882,139.7092348
Subway,35.6649323,139.7669291
Train Station,35.62924203,139.716267
Train Station,35.66148463,139.6671447
Train Station,35.66559912,139.6732235
Train Station,35.69214931,139.771096
Convenience Store,35.53159,139.698811
Convenience Store,35.60727479,139.685716
Convenience Store,35.52958831,139.6993964
Convenience Store,35.73005315,139.6824127
Train Station,35.68212819,139.6873426
Bus Station,35.69587874,139.8142165
Convenience Store,35.55690499,139.600203
Convenience Store,35.75824492,139.6882224
Convenience Store,35.84634344,139.6693075
Bus Station,35.67237152,139.7948939
Train Station,35.71385856,139.7758438
Convenience Store,35.6961031,139.7253636
Convenience Store,35.71205308,139.6777081
Train Station,35.67208862,139.4805071
Airport,35.5722673,139.7497033
Convenience Store,35.70944398,139.8123068
Train Station,35.66605804,139.4769603
Subway,35.71715462,139.7368993
Convenience Store,35.72433474,139.7503171
Convenience Store,35.7009932,139.6803126
Convenience Store,35.70976199,139.773231
Convenience Store,35.54906221,139.5789224
Convenience Store,35.67822937,139.7828259
Convenience Store,35.68974446,139.8344458
Bus Station,35.77812337,139.7199047
Convenience Store,35.54783575,139.5910621
Convenience Store,35.68417175,139.6608907
Bus Station,35.65971964,139.7234344
Convenience Store,35.74917304,139.8370945
Convenience Store,35.65251898,139.5469451
Convenience Store,35.69701945,139.8136997
Bus Station,35.63806132,139.6669055
Convenience Store,35.6889689,139.7097552
Train Station,35.71322286,139.7760734
Subway,35.6824332,139.7739244
Convenience Store,35.61384288,139.7246368
Train Station,35.712986,139.775665
Bus Station,35.66525917,139.6607566
Subway,35.68344409,139.6571302
Train Station,35.65815055,139.6612501
Convenience Store,35.63249365,139.6994904
Train Station,35.68228287,139.7661419
Convenience Store,35.69427332,139.7708586
Train Station,35.5726166,139.7321677
Bus Station,35.68801472,139.5725387
Bus Station,35.68932398,139.5725054
Convenience Store,35.60220961,139.611007
Train Station,35.60712824,139.7342051
Train Station,35.60357045,139.5073235
Train Station,35.68135694,139.7665215
Train Station,35.80382044,139.5562416
Convenience Store,35.67282966,139.7405117
Convenience Store,35.76039101,139.5349503
Convenience Store,35.56434384,139.7148207
Train Station,35.622658,139.750825
Convenience Store,35.54420427,139.5728016
Convenience Store,35.69736868,139.7684392
Bus Station,35.6485368,139.720333
Bus Station,35.56772301,139.6962315
Convenience Store,35.649126,139.654121
Subway,35.80013316,139.7300434
Train Station,35.72454424,139.6146595
Convenience Store,35.659111,139.718071
Subway,35.78770608,139.6142578
Train Station,35.72129098,139.7781515
Convenience Store,35.63798493,139.7132421
Convenience Store,35.62241797,139.7288221
Bus Station,35.7439348,139.7279691
Train Station,35.69099744,139.7001244
Train Station,35.64909714,139.4892803
Train Station,35.78093005,139.7191699
Convenience Store,35.71301873,139.5621823
Train Station,35.74338082,139.8175266
Convenience Store,35.70912165,139.7760487
Convenience Store,35.74187314,139.740504
Subway,35.7279106,139.7447205
Subway,35.69587003,139.7581637
Train Station,35.69759119,139.7836976
Train Station,35.7060475,139.6659637
Subway,35.70575885,139.6664321
Bus Station,35.70724534,139.7281994
Airport,35.55049247,139.7890307
Subway,35.70225652,139.7449028
Train Station,35.71409905,139.7768872
Train Station,35.69107764,139.7011614
Train Station,35.72659924,139.6948341
Convenience Store,35.61562505,139.5617026
Convenience Store,35.65307771,139.8611699
Convenience Store,35.76455242,139.6777189
Convenience Store,35.687401,139.727901
Train Station,35.67481121,139.7632188
Bus Station,35.63378203,139.7920454
Train Station,35.69046719,139.7000048
Convenience Store,35.76525051,139.6779199
Airport,35.54896343,139.784177
Airport,35.55001805,139.7864556
Convenience Store,35.76980636,139.676315
Airport,35.54951052,139.7826091
Convenience Store,35.60325621,139.6844797
Airport,35.55117027,139.7811341
Convenience Store,35.70889738,139.7720046
Train Station,35.68057696,139.7644937
Convenience Store,35.7649224,139.7050238
Convenience Store,35.68341795,139.6695301
Subway,35.70463499,139.6199656
Convenience Store,35.70447381,139.5402396
Convenience Store,35.57235699,139.6658206
Train Station,35.62885511,139.685272
Train Station,35.57680745,139.6594852
Train Station,35.56272934,139.7160476
Convenience Store,35.67876968,139.7824643
Convenience Store,35.6165637,139.7273558
Train Station,35.53186826,139.7001958
Subway,35.6890299,139.8156703
Subway,35.7001152,139.7740326
Train Station,35.66549641,139.759645
Convenience Store,35.690481,139.785119
Convenience Store,35.62857182,139.7367097
Bus Station,35.69800472,139.8253503
Convenience Store,35.64583208,139.7464049
Convenience Store,35.56568519,139.6707398
Train Station,35.69039488,139.7014408
Bus Station,35.61404159,139.627331
Convenience Store,35.62753424,139.7253701
Airport,35.54474551,139.7685492
Train Station,35.73307924,139.7990139
Train Station,35.690354,139.6998758
Train Station,35.68043505,139.6866831
Convenience Store,35.74111335,139.8486131
Convenience Store,35.68198004,139.7858977
Convenience Store,35.735653,139.629947
Bus Station,35.73315198,139.7656997
Train Station,35.70188188,139.7542906
Subway,35.70627286,139.6854544
Train Station,35.62901208,139.7395921
Train Station,35.68128834,139.7669576
Convenience Store,35.84977638,139.7792083
Bus Station,35.67993206,139.7681898
Train Station,35.63292202,139.5173462
Train Station,35.68871877,139.6998901
Convenience Store,35.69213199,139.6972775
Convenience Store,35.75111846,139.8318923
Bus Station,35.70087123,139.7886658
Convenience Store,35.73565311,139.6535173
Convenience Store,35.66196862,139.7561145
Convenience Store,35.619547,139.727617
Train Station,35.681709,139.6275374
Bus Station,35.68278614,139.6475601
Convenience Store,35.69013003,139.6974787
Convenience Store,35.67512129,139.6431506
Convenience Store,35.73625184,139.7470862
Train Station,35.74113249,139.716666
Convenience Store,35.58783717,139.7256843
Convenience Store,35.59986735,139.7451121
Train Station,35.67480589,139.7632837
Train Station,35.76662433,139.8476636
Convenience Store,35.69483315,139.8261577
Train Station,35.69732511,139.8267853
Convenience Store,35.63029398,139.7953391
Convenience Store,35.62956146,139.7933972
Train Station,35.71278919,139.7766924
Convenience Store,35.5774578,139.6577816
Bus Station,35.7361887,139.6384299
Bus Station,35.59184211,139.7190851
Train Station,35.72794192,139.771081
Convenience Store,35.81570777,139.7209507
Bus Station,35.70527969,139.6362573
Train Station,35.7815019,139.7700734
Bus Station,35.8214322,139.6905935
Bus Station,35.71092409,139.7098085
Convenience Store,35.73004444,139.7629595
Bus Station,35.85807553,139.6590725
Train Station,35.73371973,139.7681254
Convenience Store,35.69721402,139.7635737
Train Station,35.72883164,139.7103426
Convenience Store,35.69851878,139.7570264
Train Station,35.68998407,139.7011346
Convenience Store,35.67432165,139.6169803
Train Station,35.7284506,139.7114825
Train Station,35.6810432,139.7668701
Convenience Store,35.721082,139.780423
Convenience Store,35.75946815,139.5586073
Bus Station,35.8582831,139.6555531
Train Station,35.73259859,139.7988092
Convenience Store,35.69295978,139.695282
Train Station,35.53668819,139.7408581
Train Station,35.71866911,139.8202837
Subway,35.699201,139.765334
Subway,35.70734444,139.760052
Train Station,35.71356576,139.7764978
Bus Station,35.69124855,139.6978507
Bus Station,35.68403668,139.8640466
Convenience Store,35.65036999,139.6747792
Convenience Store,35.65590635,139.6953328
Convenience Store,35.60344396,139.6148694
Train Station,35.74202771,139.8840022
Train Station,35.73640424,139.9028581
Train Station,35.69771284,139.8273164
Bus Station,35.61455115,139.5404922
Convenience Store,35.7299152,139.8409129
Train Station,35.70058207,139.4807803
Convenience Store,35.74357556,139.7780952
Convenience Store,35.76453049,139.7246767
Convenience Store,35.81362808,139.7879171
Train Station,35.68913409,139.7000147
Train Station,35.82823463,139.8034842
Convenience Store,35.75383068,139.7363681
Bus Station,35.6524318,139.5439464
Convenience Store,35.53320846,139.7002199
Convenience Store,35.66512625,139.8584729
Convenience Store,35.56541028,139.6070775
Convenience Store,35.667216,139.8571801
Bus Station,35.69125627,139.695577
Convenience Store,35.72965251,139.593358
Train Station,35.68481226,139.6071231
Convenience Store,35.5824138,139.7362232
Convenience Store,35.69371192,139.7970711
Train Station,35.73045378,139.7102165
Convenience Store,35.65231,139.5599367
Airport,35.55517676,139.7878718
Train Station,35.7489099,139.567565
Train Station,35.847749,139.669251
Train Station,35.85919866,139.6571588
Convenience Store,35.70621188,139.6179807
Train Station,35.71332097,139.7762831
Bus Station,35.56294039,139.5578402
Bus Station,35.73272512,139.7154192
Bus Station,35.68996664,139.6847624
Bus Station,35.6865464,139.6724188
Subway,35.68556605,139.6634549
Bus Station,35.6769968,139.6420734
Train Station,35.63214484,139.517481
Train Station,35.62412586,139.517861
Train Station,35.70031362,139.480142
Bus Station,35.58272792,139.522934
Convenience Store,35.76099268,139.6233515
Convenience Store,35.5989579,139.6497314
Subway,35.70664095,139.7600064
Convenience Store,35.67377039,139.6639028
Convenience Store,35.66670304,139.6015094
Bus Station,35.69090991,139.5711654
Bus Station,35.69126063,139.5693576
Subway,35.6838101,139.8643255
Convenience Store,35.518049,139.735566
Convenience Store,35.68982286,139.5005643
Convenience Store,35.6124997,139.6288096
Bus Station,35.58689424,139.6694094
Bus Station,35.66188086,139.5322679
Bus Station,35.67532,139.539274
Convenience Store,35.66151535,139.7030711
Airport,35.54543847,139.7697032
Train Station,35.72233132,139.6445862
Convenience Store,35.64781881,139.7031248
Train Station,35.56255084,139.7158431
Subway,35.68542226,139.7632384
Convenience Store,35.8183134,139.8264474
Convenience Store,35.65853411,139.6952887
Train Station,35.75463606,139.7703946
Convenience Store,35.53675313,139.735043
Convenience Store,35.6586823,139.7957146
Convenience Store,35.80355377,139.7597548
Train Station,35.77256992,139.7976458
Convenience Store,35.61644491,139.6236187
Bus Station,35.70171225,139.6964162
Bus Station,35.76057097,139.5345949
Convenience Store,35.573376,139.5290257
Convenience Store,35.63326755,139.5895278
Bus Station,35.65018104,139.872314
Convenience Store,35.61592281,139.7443189
Bus Station,35.54944629,139.6206146
Airport,35.54533476,139.7852486
Convenience Store,35.70210841,139.5252675
Train Station,35.72387563,139.624721
Train Station,35.7298183,139.7109804
Convenience Store,35.63633693,139.6476674
Train Station,35.61192078,139.6388057
Convenience Store,35.73678885,139.6182077
Bus Station,35.54845,139.785477
Subway,35.78415513,139.67906
Convenience Store,35.66005961,139.6953383
Convenience Store,35.60154351,139.5101366
Convenience Store,35.6796619,139.7201139
Bus Station,35.6856924,139.6658581
Convenience Store,35.722936,139.753793
Convenience Store,35.56995268,139.709599
Train Station,35.7147474,139.777731
Convenience Store,35.72278044,139.6871603
Train Station,35.71350817,139.7761283
Bus Station,35.70584427,139.6189297
Convenience Store,35.70631642,139.6185386
Convenience Store,35.65978665,139.7522434
Convenience Store,35.67813509,139.7348587
Convenience Store,35.679247,139.7414847
Convenience Store,35.6922017,139.7645044
Bus Station,35.78640495,139.6742079
Convenience Store,35.66327668,139.7541
Train Station,35.60710591,139.7347888
Convenience Store,35.66318898,139.7397101
Bus Station,35.72657365,139.513211
Convenience Store,35.66553338,139.7311768
Convenience Store,35.7115746,139.7035401
Convenience Store,35.6322473,139.7880006
Convenience Store,35.73136826,139.7140092
Bus Station,35.66443521,139.8589986
Convenience Store,35.69762348,139.7131898
Train Station,35.58288546,139.6376551
Bus Station,35.82794208,139.6892006
Convenience Store,35.62663576,139.6343977
Bus Station,35.71654804,139.8587358
Convenience Store,35.64297232,139.7492802
Subway,35.6955215,139.7581637
Convenience Store,35.64348349,139.7491743
Convenience Store,35.643613,139.749281
Convenience Store,35.72454064,139.750372
Airport,35.549037,139.784715
Convenience Store,35.714159,139.776921
Convenience Store,35.56147413,139.6706003
Train Station,35.5795714,139.5731174
Convenience Store,35.7164827,139.859283
Train Station,35.71393977,139.7766925
Train Station,35.56227261,139.7158331
Bus Station,35.63510745,139.7849643
Convenience Store,35.69148881,139.6743562
Convenience Store,35.72823626,139.564207
Bus Station,35.695491,139.7613287
Convenience Store,35.65728078,139.7533114
Convenience Store,35.69112557,139.7831377
Convenience Store,35.61936667,139.7304779
Convenience Store,35.61858173,139.73176
Convenience Store,35.7780842,139.7195882
Train Station,35.70119053,139.7444486
Bus Station,35.66050854,139.729625
Train Station,35.62757619,139.737982
Bus Station,35.66830553,139.5623732
Bus Station,35.63583112,139.8835266
Convenience Store,35.77877374,139.7322321
Convenience Store,35.65888279,139.7552884
Bus Station,35.66934512,139.8142592
Train Station,35.84569746,139.6472143
Convenience Store,35.59822292,139.7106135
Convenience Store,35.63718273,139.5875323
Train Station,35.713728,139.7764179
Train Station,35.68347895,139.6985114
Train Station,35.6151726,139.5421382
Train Station,35.62817893,139.7378872
Convenience Store,35.562747,139.725567
Convenience Store,35.675283,139.481794
Convenience Store,35.760905,139.706027
Train Station,35.60593656,139.7126661
Convenience Store,35.81232261,139.6793305
Convenience Store,35.68824129,139.6052161
Convenience Store,35.8069942,139.6778959
Train Station,35.61674145,139.5634353
Convenience Store,35.65323385,139.5410013
Convenience Store,35.70594181,139.6478176
Train Station,35.582344,139.6045804
Bus Station,35.56582483,139.6389234
Train Station,35.68092991,139.7676507
Bus Station,35.67755286,139.5552492
Train Station,35.68135258,139.7677821
Convenience Store,35.62374938,139.749868
Bus Station,35.59949005,139.6115541
Convenience Store,35.57733538,139.6542174
Convenience Store,35.71839037,139.7520858
Train Station,35.66577562,139.7582683
Convenience Store,35.72352734,139.7945908
Train Station,35.57986649,139.5737692
Bus Station,35.76906246,139.8709788
Convenience Store,35.70413839,139.7794819
Train Station,35.61894349,139.7286026
Train Station,35.68140051,139.767428
Bus Station,35.70234396,139.5444258
Train Station,35.73006809,139.71113
Convenience Store,35.69742967,139.6956897
Convenience Store,35.62605797,139.7237268
Bus Station,35.73570048,139.7194143
Train Station,35.62905174,139.739858
Convenience Store,35.651951,139.744991
Train Station,35.76872868,139.6618675
Convenience Store,35.72331561,139.7487651
Train Station,35.71324218,139.7771215
Train Station,35.60660001,139.7342151
Bus Station,35.56427059,139.6557736
Convenience Store,35.65505258,139.5417497
Bus Station,35.66268014,139.7310828
Convenience Store,35.69779906,139.675697
Convenience Store,35.694605,139.798606
Train Station,35.56190458,139.714666
Convenience Store,35.627433,139.778892
Train Station,35.69065067,139.700346
Bus Station,35.85861634,139.656506
Convenience Store,35.51869639,139.6232915
Bus Station,35.78478627,139.8028149
Convenience Store,35.82765773,139.80271
Bus Station,35.710764,139.720724
Convenience Store,35.611787,139.6383961
Convenience Store,35.69802085,139.6518675
Convenience Store,35.72653011,139.7122067
Train Station,35.65783236,139.7014457
Convenience Store,35.790256,139.633328
Convenience Store,35.76371646,139.6759511
Convenience Store,35.74403864,139.7767574
Convenience Store,35.746689,139.827388
Convenience Store,35.53864326,139.6798217
Bus Station,35.70321489,139.5601469
Convenience Store,35.73037104,139.7222918
Airport,35.55133667,139.7810845
Train Station,35.57980359,139.5734259
Airport,35.54861265,139.792673
Convenience Store,35.66032984,139.7940302
Train Station,35.78821414,139.6126859
Convenience Store,35.713902,139.785234
Convenience Store,35.62013044,139.7282874
Subway,35.73212596,139.7667789
Convenience Store,35.77966834,139.689703
Convenience Store,35.68228941,139.7662637
Convenience Store,35.66939941,139.7569138
Convenience Store,35.68121811,139.7715153
Bus Station,35.66917057,139.6327939
Convenience Store,35.69365685,139.7695684
Convenience Store,35.65739214,139.6969651
Convenience Store,35.67414046,139.7766276
Convenience Store,35.56482554,139.7177348
Convenience Store,35.69830191,139.7623503
Convenience Store,35.76826529,139.8710954
Bus Station,35.67215363,139.8114216
Convenience Store,35.76425052,139.721604
Train Station,35.73362829,139.7991586
Convenience Store,35.7358455,139.7969662
Convenience Store,35.70288872,139.7434585
Convenience Store,35.7317,139.548387
Convenience Store,35.58959672,139.7301541
Convenience Store,35.73351942,139.63902
Subway,35.69896317,139.7655945
Train Station,35.58941466,139.6687227
Convenience Store,35.58648729,139.6792657
Convenience Store,35.65685826,139.7045224
Subway,35.72993121,139.7109461
Convenience Store,35.66264854,139.8589075
Convenience Store,35.57108719,139.7038094
Subway,35.69734145,139.7861217
Convenience Store,35.67478575,139.8164213
Bus Station,35.628148,139.7392094
Convenience Store,35.63164997,139.5768356
Train Station,35.71349989,139.7762681
Train Station,35.75140663,139.5453707
Convenience Store,35.8452433,139.6747175
Train Station,35.68170946,139.7677114
Convenience Store,35.765676,139.6065813
Bus Station,35.80406682,139.7968863
Convenience Store,35.73123762,139.70622
Convenience Store,35.6828699,139.6872215
Convenience Store,35.62710552,139.7794535
Bus Station,35.6246567,139.7318753
Subway,35.68006278,139.7141004
Convenience Store,35.65039615,139.745096
Convenience Store,35.54610078,139.6837109
Subway,35.69071167,139.7568226
Convenience Store,35.73090231,139.7211653
Train Station,35.69741266,139.7847113
Bus Station,35.67797554,139.567861
Convenience Store,35.7098397,139.7294557
Bus Station,35.70367616,139.5798397
Convenience Store,35.61619851,139.708457
Bus Station,35.63833814,139.6671348
Convenience Store,35.56122161,139.5930277
Bus Station,35.53466478,139.5882399
Convenience Store,35.794335,139.639166
Convenience Store,35.62850723,139.7781005
Convenience Store,35.69228611,139.765348
Convenience Store,35.65377395,139.7630341
Convenience Store,35.64988614,139.7564632
Convenience Store,35.728564,139.709117
Bus Station,35.73590449,139.7470085
Bus Station,35.64555604,139.8262004
Bus Station,35.70519257,139.7609961
Convenience Store,35.66240447,139.7657061
Bus Station,35.68433297,139.7025186
Bus Station,35.61795813,139.5650715
Convenience Store,35.72922139,139.8021787
Convenience Store,35.65152732,139.5446169
Bus Station,35.68707051,139.6842953
Convenience Store,35.65024339,139.7460504
Convenience Store,35.56878256,139.6703891
Bus Station,35.68438525,139.6612287
Bus Station,35.72282399,139.7534215
Subway,35.71069845,139.8132133
Bus Station,35.61294032,139.5080542
Bus Station,35.67926319,139.7676587
Convenience Store,35.80449345,139.7189704
Convenience Store,35.67473345,139.7593278
Convenience Store,35.83628659,139.7934203
Convenience Store,35.69777703,139.6486043
Convenience Store,35.644083,139.709875
Convenience Store,35.56255271,139.570546
Convenience Store,35.65248976,139.7450624
Convenience Store,35.70054015,139.7746861
Train Station,35.6663618,139.7581422
Train Station,35.70603764,139.6656382
Convenience Store,35.66793984,139.6010664
Train Station,35.7848427,139.8218608
Bus Station,35.66947154,139.8151985
Convenience Store,35.57249767,139.5788743
Convenience Store,35.72326787,139.7494737
Convenience Store,35.73611468,139.7501063
Convenience Store,35.81480731,139.7034413
Train Station,35.69038345,139.7002142
Convenience Store,35.69467414,139.8154289
Convenience Store,35.70667338,139.7741713
Convenience Store,35.71125163,139.496761
Convenience Store,35.58720398,139.6916771
Convenience Store,35.65818977,139.793424
Convenience Store,35.70430689,139.4813914
Convenience Store,35.70229863,139.4808449
Convenience Store,35.67686654,139.5174274
Train Station,35.60640185,139.7344196
Bus Station,35.65415036,139.7969129
Train Station,35.85378746,139.6374321
Convenience Store,35.73655229,139.6495986
Convenience Store,35.65691486,139.7008878
Convenience Store,35.63600558,139.6188819
Subway,35.72013249,139.7147441
Convenience Store,35.71338592,139.7925979
Airport,35.66901349,139.6500368
Convenience Store,35.71157745,139.8155731
Convenience Store,35.72165682,139.7061852
Convenience Store,35.61287629,139.7191898
Train Station,35.74065783,139.7165513
Train Station,35.54483717,139.7680503
Airport,35.54529865,139.7697231
Convenience Store,35.68104064,139.7067166
Train Station,35.71336965,139.776343
Airport,35.54495502,139.7698796
Train Station,35.71395712,139.7767324
Train Station,35.81462688,139.5870604
Train Station,35.69836195,139.7731411
Airport,35.55195588,139.7872066
Convenience Store,35.7112805,139.7313664
Convenience Store,35.7322087,139.7110909
Convenience Store,35.67046799,139.7429417
Airport,35.54506851,139.7696757
Train Station,35.77328063,139.639797
Bus Station,35.55223726,139.7405117
Airport,35.55003987,139.7898996
Train Station,35.70151596,139.7446831
Convenience Store,35.55257562,139.6638787
Bus Station,35.57961286,139.584775
Train Station,35.60735698,139.7342251
Convenience Store,35.66182915,139.7443771
Convenience Store,35.63379647,139.7915176
Bus Station,35.6587914,139.7027123
Train Station,35.65436022,139.7570995
Bus Station,35.67943967,139.7048762
Subway,35.733248,139.699434
Convenience Store,35.71595812,139.7986693
Convenience Store,35.778417,139.7604885
Convenience Store,35.67885781,139.7866138
Convenience Store,35.70477656,139.7643274
Convenience Store,35.6653289,139.7609961
Convenience Store,35.63975496,139.7471774
Train Station,35.74320525,139.8177614
Train Station,35.73343233,139.8200047
Subway,35.68206718,139.7987294
Convenience Store,35.71157065,139.7813958
Train Station,35.55028296,139.7861793
Convenience Store,35.70364251,139.6472592
Airport,35.54873887,139.7843617
Train Station,35.84804728,139.6686747
Airport,35.54877851,139.783988
Convenience Store,35.85714834,139.6534556
Convenience Store,35.66311578,139.7453867
Bus Station,35.72598744,139.7300893
Convenience Store,35.67175461,139.7384011
Convenience Store,35.67382125,139.7827639
Train Station,35.69137391,139.6993589
Convenience Store,35.70429526,139.7208009
Bus Station,35.58448173,139.6068764
Bus Station,35.76985398,139.7071052
Convenience Store,35.67076781,139.7551864
Train Station,35.65386934,139.7570995
Subway,35.696019,139.775227
Train Station,35.72973545,139.7122272
Train Station,35.68844171,139.7011453
Train Station,35.71412054,139.7772467
Convenience Store,35.69544308,139.7973883
Convenience Store,35.70572618,139.792276
Bus Station,35.65950924,139.7406614
Train Station,35.69120101,139.7001144
Convenience Store,35.7411631,139.7167359
Bus Station,35.63150647,139.7873229
Train Station,35.68139179,139.7664142
Train Station,35.69046699,139.6978266
Train Station,35.70019708,139.7436429
Train Station,35.60496809,139.7029317
Bus Station,35.69024712,139.7063494
Convenience Store,35.68574687,139.666357
Convenience Store,35.83114451,139.5619977
Bus Station,35.55868,139.607645
Convenience Store,35.83028106,139.5623265
Convenience Store,35.81630373,139.7046107
Convenience Store,35.6922017,139.7681442
Train Station,35.60704757,139.7344795
Train Station,35.62877724,139.7387753
Train Station,35.5509988,139.7881768
Train Station,35.73040992,139.7107361
Train Station,35.72752737,139.7107744
Convenience Store,35.72781479,139.7155595
Convenience Store,35.72952622,139.7152242
Convenience Store,35.70824142,139.6457099
Convenience Store,35.64680092,139.5493244
Convenience Store,35.80668531,139.7194755
Convenience Store,35.53708103,139.6797692
